Date,ICSA
1989-09-06,332000.0
1989-09-07,329000.0
1989-09-08,329000.0
1989-09-11,329000.0
1989-09-12,329000.0
1989-09-13,329000.0
1989-09-14,336000.0
1989-09-15,336000.0
1989-09-18,336000.0
1989-09-19,336000.0
1989-09-20,336000.0
1989-09-21,334000.0
1989-09-22,334000.0
1989-09-25,334000.0
1989-09-26,334000.0
1989-09-27,334000.0
1989-09-28,334000.0
1989-09-29,334000.0
1989-10-02,334000.0
1989-10-03,334000.0
1989-10-04,334000.0
1989-10-05,347000.0
1989-10-06,347000.0
1989-10-09,347000.0
1989-10-10,347000.0
1989-10-11,347000.0
1989-10-12,407000.0
1989-10-13,407000.0
1989-10-16,407000.0
1989-10-17,407000.0
1989-10-18,407000.0
1989-10-19,345000.0
1989-10-20,345000.0
1989-10-23,345000.0
1989-10-24,345000.0
1989-10-25,345000.0
1989-10-26,347000.0
1989-10-27,347000.0
1989-10-30,347000.0
1989-10-31,347000.0
1989-11-01,347000.0
1989-11-02,354000.0
1989-11-03,354000.0
1989-11-06,354000.0
1989-11-07,354000.0
1989-11-08,354000.0
1989-11-09,333000.0
1989-11-10,333000.0
1989-11-13,333000.0
1989-11-14,333000.0
1989-11-15,333000.0
1989-11-16,336000.0
1989-11-17,336000.0
1989-11-20,336000.0
1989-11-21,336000.0
1989-11-22,336000.0
1989-11-24,336000.0
1989-11-27,336000.0
1989-11-28,336000.0
1989-11-29,336000.0
1989-11-30,342000.0
1989-12-01,342000.0
1989-12-04,342000.0
1989-12-05,342000.0
1989-12-06,342000.0
1989-12-07,344000.0
1989-12-08,344000.0
1989-12-11,344000.0
1989-12-12,344000.0
1989-12-13,344000.0
1989-12-14,338000.0
1989-12-15,338000.0
1989-12-18,338000.0
1989-12-19,338000.0
1989-12-20,338000.0
1989-12-21,355000.0
1989-12-22,355000.0
1989-12-26,355000.0
1989-12-27,355000.0
1989-12-28,381000.0
1989-12-29,381000.0
1990-01-02,381000.0
1990-01-03,381000.0
1990-01-04,358000.0
1990-01-05,358000.0
1990-01-08,358000.0
1990-01-09,358000.0
1990-01-10,358000.0
1990-01-11,355000.0
1990-01-12,355000.0
1990-01-15,355000.0
1990-01-16,355000.0
1990-01-17,355000.0
1990-01-18,369000.0
1990-01-19,369000.0
1990-01-22,369000.0
1990-01-23,369000.0
1990-01-24,369000.0
1990-01-25,375000.0
1990-01-26,375000.0
1990-01-29,375000.0
1990-01-30,375000.0
1990-01-31,375000.0
1990-02-01,345000.0
1990-02-02,345000.0
1990-02-05,345000.0
1990-02-06,345000.0
1990-02-07,345000.0
1990-02-08,368000.0
1990-02-09,368000.0
1990-02-12,368000.0
1990-02-13,368000.0
1990-02-14,368000.0
1990-02-15,367000.0
1990-02-16,367000.0
1990-02-20,367000.0
1990-02-21,367000.0
1990-02-22,348000.0
1990-02-23,348000.0
1990-02-26,348000.0
1990-02-27,348000.0
1990-02-28,348000.0
1990-03-01,350000.0
1990-03-02,350000.0
1990-03-05,350000.0
1990-03-06,350000.0
1990-03-07,350000.0
1990-03-08,351000.0
1990-03-09,351000.0
1990-03-12,351000.0
1990-03-13,351000.0
1990-03-14,351000.0
1990-03-15,349000.0
1990-03-16,349000.0
1990-03-19,349000.0
1990-03-20,349000.0
1990-03-21,349000.0
1990-03-22,349000.0
1990-03-23,349000.0
1990-03-26,349000.0
1990-03-27,349000.0
1990-03-28,349000.0
1990-03-29,331000.0
1990-03-30,331000.0
1990-04-02,331000.0
1990-04-03,331000.0
1990-04-04,331000.0
1990-04-05,346000.0
1990-04-06,346000.0
1990-04-09,346000.0
1990-04-10,346000.0
1990-04-11,346000.0
1990-04-12,367000.0
1990-04-16,367000.0
1990-04-17,367000.0
1990-04-18,367000.0
1990-04-19,357000.0
1990-04-20,357000.0
1990-04-23,357000.0
1990-04-24,357000.0
1990-04-25,357000.0
1990-04-26,360000.0
1990-04-27,360000.0
1990-04-30,360000.0
1990-05-01,360000.0
1990-05-02,360000.0
1990-05-03,363000.0
1990-05-04,363000.0
1990-05-07,363000.0
