Date,ICSA,SMA5,SMA10,SMA50,EMA20,stoch5,ADOSC,MACDhist,WILLR,RSI,MOM,ROC,OBV,CCI
2006-03-16,307000.0,1671.336010600006,1667.8909910999992,1688.4053979200023,1673.3805917747716,86.89248626079821,-50884664.83602905,1.965007335867062,-37.91570414171375,51.26161252947482,-14.729980000000069,-0.8696512975593707,278964730000.0,60.13829127315213
2006-03-17,307000.0,1678.822021400006,1668.024999899999,1688.2019994800023,1674.5500624628885,76.96405557312032,-3184493.881835937,2.534309516604644,-28.755529688359072,53.10232888257836,1.3400879999999231,0.0795625559848245,281504850000.0,52.073592209424575
2006-03-20,307000.0,1685.860009600006,1669.9290037999992,1687.8757983000023,1675.9243403235655,68.1794527347176,-53877141.27642822,3.001309662205989,-24.154719771889145,54.041186537084,19.04003899999998,1.140163100033309,283448670000.0,68.45658666816757
2006-03-21,307000.0,1684.123999000006,1671.073998899999,1686.6253979200023,1675.5953527689403,47.65306437638993,-768483304.4077759,2.107365961258397,-47.95751401815541,48.80828028664813,11.449951000000056,0.689332510272811,281088240000.0,44.64536244446892
2006-03-22,307000.0,1680.4959960000058,1672.5199949999992,1685.3137963600022,1675.664361648089,35.63020032819485,-518333088.015564,1.7017945300760076,-42.715169120301965,50.02356663674209,14.45996100000002,0.8701070565821478,283204460000.0,-2.1860132488797475
2006-03-23,303000.0,1678.831982200006,1675.0839963999993,1683.8479955600023,1675.1944205387472,18.37121685492732,-192666022.76226807,1.0172723856688493,-50.32678471242233,48.23312471073648,25.640014000000065,1.5585782255023606,281240710000.0,-11.930689526137105
2006-03-24,303000.0,1677.6619872000058,1678.242004299999,1682.2793969400022,1675.634005154105,30.71658545548563,54483693.2817688,1.1276825507746844,-37.962832786045055,51.28332507314061,31.58007899999984,1.9159995500142468,283168750000.0,39.84646634276023
2006-03-27,303000.0,1675.9919922000058,1680.926000899999,1680.9449975200023,1676.1098146632376,34.64206756013751,-117976699.315094,1.2008403962631673,-36.84634768429358,51.56088256010145,26.839966000000004,1.6229367312085907,285018970000.0,49.954078175752265
2006-03-28,303000.0,1676.1040038000058,1680.1140013999989,1679.4699975200024,1675.8165017429292,39.642800384443454,-571067264.5191345,0.7067374446298287,-47.19490719634434,48.78637743082654,-8.119995000000017,-0.4830024021699075,283021460000.0,23.841744380767384
2006-03-29,303000.0,1681.6080078000057,1681.052001899999,1678.8189965400024,1678.4854031007455,54.56707274864588,-257025775.6453247,2.33260822572443,-9.63516820735378,58.52894717194908,9.380004999999985,0.5535689963700463,285396760000.0,123.49258383259831
